Attaching to sophia-in-a-box-master_broker_1
[36mbroker_1                |[0m 
[36mbroker_1                |[0m 	security.inter.broker.protocol = PLAINTEXT
[36mbroker_1                |[0m 	socket.receive.buffer.bytes = 102400
[36mbroker_1                |[0m 	socket.request.max.bytes = 104857600
[36mbroker_1                |[0m 	socket.send.buffer.bytes = 102400
[36mbroker_1                |[0m 	ssl.cipher.suites = []
[36mbroker_1                |[0m 	ssl.client.auth = none
[36mbroker_1                |[0m 	ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
[36mbroker_1                |[0m 	ssl.endpoint.identification.algorithm = https
[36mbroker_1                |[0m 	ssl.key.password = null
[36mbroker_1                |[0m 	ssl.keymanager.algorithm = SunX509
[36mbroker_1                |[0m 	ssl.keystore.location = null
[36mbroker_1                |[0m 	ssl.keystore.password = null
[36mbroker_1                |[0m 	ssl.keystore.type = JKS
[36mbroker_1                |[0m 	ssl.protocol = TLS
[36mbroker_1                |[0m 	ssl.provider = null
[36mbroker_1                |[0m 	ssl.secure.random.implementation = null
[36mbroker_1                |[0m 	ssl.trustmanager.algorithm = PKIX
[36mbroker_1                |[0m 	ssl.truststore.location = null
[36mbroker_1                |[0m 	ssl.truststore.password = null
[36mbroker_1                |[0m 	ssl.truststore.type = JKS
[36mbroker_1                |[0m 	transaction.abort.timed.out.transaction.cleanup.interval.ms = 60000
[36mbroker_1                |[0m 	transaction.max.timeout.ms = 900000
[36mbroker_1                |[0m 	transaction.remove.expired.transaction.cleanup.interval.ms = 3600000
[36mbroker_1                |[0m 	transaction.state.log.load.buffer.size = 5242880
[36mbroker_1                |[0m 	transaction.state.log.min.isr = 2
[36mbroker_1                |[0m 	transaction.state.log.num.partitions = 50
[36mbroker_1                |[0m 	transaction.state.log.replication.factor = 3
[36mbroker_1                |[0m 	transaction.state.log.segment.bytes = 104857600
[36mbroker_1                |[0m 	transactional.id.expiration.ms = 604800000
[36mbroker_1                |[0m 	unclean.leader.election.enable = false
[36mbroker_1                |[0m 	zookeeper.connect = zookeeper:2181
[36mbroker_1                |[0m 	zookeeper.connection.timeout.ms = null
[36mbroker_1                |[0m 	zookeeper.max.in.flight.requests = 10
[36mbroker_1                |[0m 	zookeeper.session.timeout.ms = 6000
[36mbroker_1                |[0m 	zookeeper.set.acl = false
[36mbroker_1                |[0m 	zookeeper.sync.time.ms = 2000
[36mbroker_1                |[0m  (kafka.server.KafkaConfig)
[36mbroker_1                |[0m [2020-11-06 05:28:00,705] WARN Please note that the support metrics collection feature ("Metrics") of Proactive Support is enabled.  With Metrics enabled, this broker is configured to collect and report certain broker and cluster metadata ("Metadata") about your use of the Confluent Platform (including without limitation, your remote internet protocol address) to Confluent, Inc. ("Confluent") or its parent, subsidiaries, affiliates or service providers every 24hours.  This Metadata may be transferred to any country in which Confluent maintains facilities.  For a more in depth discussion of how Confluent processes such information, please read our Privacy Policy located at http://www.confluent.io/privacy. By proceeding with `confluent.support.metrics.enable=true`, you agree to all such collection, transfer, storage and use of Metadata by Confluent.  You can turn the Metrics feature off by setting `confluent.support.metrics.enable=false` in the broker configuration and restarting the broker.  See the Confluent Platform documentation for further information. (io.confluent.support.metrics.SupportedServerStartable)
[36mbroker_1                |[0m [2020-11-06 05:28:00,710] INFO starting (kafka.server.KafkaServer)
[36mbroker_1                |[0m [2020-11-06 05:28:00,711] INFO Connecting to zookeeper on zookeeper:2181 (kafka.server.KafkaServer)
[36mbroker_1                |[0m [2020-11-06 05:28:00,745] INFO [ZooKeeperClient] Initializing a new session to zookeeper:2181. (kafka.zookeeper.ZooKeeperClient)
[36mbroker_1                |[0m [2020-11-06 05:28:00,754] INFO Client environment:zookeeper.version=3.4.13-2d71af4dbe22557fda74f9a9b4309b15a7487f03, built on 06/29/2018 00:39 GMT (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,754] INFO Client environment:host.name=broker (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,754] INFO Client environment:java.version=1.8.0_172 (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,755] INFO Client environment:java.vendor=Azul Systems, Inc. (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,755] INFO Client environment:java.home=/usr/lib/jvm/zulu-8-amd64/jre (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,755] INFO Client environment:java.class.path=/usr/bin/../share/java/kafka/kafka-streams-scala_2.11-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/jetty-security-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/reflections-0.9.11.jar:/usr/bin/../share/java/kafka/connect-basic-auth-extension-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/scala-logging_2.11-3.9.0.jar:/usr/bin/../share/java/kafka/zookeeper-3.4.13.jar:/usr/bin/../share/java/kafka/jackson-core-asl-1.9.13.jar:/usr/bin/../share/java/kafka/jline-0.9.94.jar:/usr/bin/../share/java/kafka/javax.inject-2.5.0-b42.jar:/usr/bin/../share/java/kafka/slf4j-log4j12-1.7.25.jar:/usr/bin/../share/java/kafka/hk2-utils-2.5.0-b42.jar:/usr/bin/../share/java/kafka/jersey-common-2.27.jar:/usr/bin/../share/java/kafka/jackson-jaxrs-base-2.9.6.jar:/usr/bin/../share/java/kafka/jaxb-api-2.3.0.jar:/usr/bin/../share/java/kafka/jetty-servlet-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/activation-1.1.1.jar:/usr/bin/../share/java/kafka/jetty-http-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/jackson-mapper-asl-1.9.13.jar:/usr/bin/../share/java/kafka/jetty-server-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/connect-json-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/hk2-api-2.5.0-b42.jar:/usr/bin/../share/java/kafka/commons-codec-1.9.jar:/usr/bin/../share/java/kafka/javax.ws.rs-api-2.1.jar:/usr/bin/../share/java/kafka/jersey-container-servlet-2.27.jar:/usr/bin/../share/java/kafka/hk2-locator-2.5.0-b42.jar:/usr/bin/../share/java/kafka/lz4-java-1.4.1.jar:/usr/bin/../share/java/kafka/plexus-utils-3.1.0.jar:/usr/bin/../share/java/kafka/jackson-databind-2.9.6.jar:/usr/bin/../share/java/kafka/jackson-jaxrs-json-provider-2.9.6.jar:/usr/bin/../share/java/kafka/support-metrics-client-5.0.0.jar:/usr/bin/../share/java/kafka/commons-validator-1.4.1.jar:/usr/bin/../share/java/kafka/kafka_2.11-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/kafka_2.11-2.0.0-cp1-scaladoc.jar:/usr/bin/../share/java/kafka/kafka_2.11-2.0.0-cp1-sources.jar:/usr/bin/../share/java/kafka/jersey-client-2.27.jar:/usr/bin/../share/java/kafka/httpclient-4.5.2.jar:/usr/bin/../share/java/kafka/kafka-clients-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/kafka-streams-examples-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/commons-beanutils-1.8.3.jar:/usr/bin/../share/java/kafka/netty-3.10.6.Final.jar:/usr/bin/../share/java/kafka/httpcore-4.4.4.jar:/usr/bin/../share/java/kafka/slf4j-api-1.7.25.jar:/usr/bin/../share/java/kafka/javax.inject-1.jar:/usr/bin/../share/java/kafka/osgi-resource-locator-1.0.1.jar:/usr/bin/../share/java/kafka/support-metrics-common-5.0.0.jar:/usr/bin/../share/java/kafka/jersey-hk2-2.27.jar:/usr/bin/../share/java/kafka/kafka_2.11-2.0.0-cp1-javadoc.jar:/usr/bin/../share/java/kafka/scala-library-2.11.12.jar:/usr/bin/../share/java/kafka/kafka-log4j-appender-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/kafka.jar:/usr/bin/../share/java/kafka/javassist-3.22.0-CR2.jar:/usr/bin/../share/java/kafka/commons-lang3-3.1.jar:/usr/bin/../share/java/kafka/aopalliance-repackaged-2.5.0-b42.jar:/usr/bin/../share/java/kafka/commons-compress-1.8.1.jar:/usr/bin/../share/java/kafka/jersey-server-2.27.jar:/usr/bin/../share/java/kafka/paranamer-2.7.jar:/usr/bin/../share/java/kafka/commons-digester-1.8.1.jar:/usr/bin/../share/java/kafka/javax.annotation-api-1.2.jar:/usr/bin/../share/java/kafka/jersey-container-servlet-core-2.27.jar:/usr/bin/../share/java/kafka/kafka-streams-test-utils-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/jackson-annotations-2.9.6.jar:/usr/bin/../share/java/kafka/metrics-core-2.2.0.jar:/usr/bin/../share/java/kafka/connect-api-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/rocksdbjni-5.7.3.jar:/usr/bin/../share/java/kafka/jetty-continuation-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/kafka-tools-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/jackson-core-2.9.6.jar:/usr/bin/../share/java/kafka/common-utils-5.0.0.jar:/usr/bin/../share/java/kafka/jersey-media-jaxb-2.27.jar:/usr/bin/../share/java/kafka/kafka_2.11-2.0.0-cp1-test-sources.jar:/usr/bin/../share/java/kafka/connect-transforms-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/jetty-client-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/connect-runtime-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/javax.servlet-api-3.1.0.jar:/usr/bin/../share/java/kafka/jopt-simple-5.0.4.jar:/usr/bin/../share/java/kafka/jackson-module-jaxb-annotations-2.9.6.jar:/usr/bin/../share/java/kafka/validation-api-1.1.0.Final.jar:/usr/bin/../share/java/kafka/audience-annotations-0.5.0.jar:/usr/bin/../share/java/kafka/connect-file-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/scala-reflect-2.11.12.jar:/usr/bin/../share/java/kafka/zkclient-0.10.jar:/usr/bin/../share/java/kafka/httpmime-4.5.2.jar:/usr/bin/../share/java/kafka/commons-lang3-3.5.jar:/usr/bin/../share/java/kafka/jetty-servlets-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/argparse4j-0.7.0.jar:/usr/bin/../share/java/kafka/maven-artifact-3.5.3.jar:/usr/bin/../share/java/kafka/jetty-util-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/commons-logging-1.2.jar:/usr/bin/../share/java/kafka/guava-20.0.jar:/usr/bin/../share/java/kafka/log4j-1.2.17.jar:/usr/bin/../share/java/kafka/jetty-io-9.4.11.v20180605.jar:/usr/bin/../share/java/kafka/snappy-java-1.1.7.1.jar:/usr/bin/../share/java/kafka/xz-1.5.jar:/usr/bin/../share/java/kafka/kafka-streams-2.0.0-cp1.jar:/usr/bin/../share/java/kafka/kafka_2.11-2.0.0-cp1-test.jar:/usr/bin/../share/java/kafka/commons-collections-3.2.1.jar:/usr/bin/../share/java/kafka/avro-1.8.1.jar:/usr/bin/../share/java/kafka/confluent-metrics-5.0.0.jar:/usr/bin/../share/java/confluent-support-metrics/zookeeper-3.4.13.jar:/usr/bin/../share/java/confluent-support-metrics/jline-0.9.94.jar:/usr/bin/../share/java/confluent-support-metrics/support-metrics-fullcollector-5.0.0.jar:/usr/bin/../share/java/confluent-support-metrics/netty-3.10.6.Final.jar:/usr/bin/../share/java/confluent-support-metrics/slf4j-api-1.7.25.jar:/usr/bin/../share/java/confluent-support-metrics/common-utils-5.0.0.jar:/usr/bin/../share/java/confluent-support-metrics/audience-annotations-0.5.0.jar:/usr/bin/../share/java/confluent-support-metrics/zkclient-0.10.jar:/usr/bin/../share/java/confluent-support-metrics/log4j-1.2.17.jar:/usr/share/java/confluent-support-metrics/zookeeper-3.4.13.jar:/usr/share/java/confluent-support-metrics/jline-0.9.94.jar:/usr/share/java/confluent-support-metrics/support-metrics-fullcollector-5.0.0.jar:/usr/share/java/confluent-support-metrics/netty-3.10.6.Final.jar:/usr/share/java/confluent-support-metrics/slf4j-api-1.7.25.jar:/usr/share/java/confluent-support-metrics/common-utils-5.0.0.jar:/usr/share/java/confluent-support-metrics/audience-annotations-0.5.0.jar:/usr/share/java/confluent-support-metrics/zkclient-0.10.jar:/usr/share/java/confluent-support-metrics/log4j-1.2.17.jar (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:java.io.tmpdir=/tmp (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:java.compiler=<NA> (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:os.name=Linux (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:os.arch=amd64 (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:os.version=4.19.76-linuxkit (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:user.name=root (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:user.home=/root (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,756] INFO Client environment:user.dir=/ (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,759] INFO Initiating client connection, connectString=zookeeper:2181 sessionTimeout=6000 watcher=kafka.zookeeper.ZooKeeperClient$ZooKeeperClientWatcher$@5542c4ed (org.apache.zookeeper.ZooKeeper)
[36mbroker_1                |[0m [2020-11-06 05:28:00,764] DEBUG zookeeper.disableAutoWatchReset is false (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,788] INFO [ZooKeeperClient] Waiting until connected. (kafka.zookeeper.ZooKeeperClient)
[36mbroker_1                |[0m [2020-11-06 05:28:00,791] INFO Opening socket connection to server zookeeper/192.168.144.2:2181. Will not attempt to authenticate using SASL (unknown error) (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,805] INFO Socket connection established to zookeeper/192.168.144.2:2181, initiating session (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,808] DEBUG Session establishment request sent on zookeeper/192.168.144.2:2181 (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,816] INFO Session establishment complete on server zookeeper/192.168.144.2:2181, sessionid = 0x10000bf27630001, negotiated timeout = 6000 (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,822] INFO [ZooKeeperClient] Connected. (kafka.zookeeper.ZooKeeperClient)
[36mbroker_1                |[0m [2020-11-06 05:28:00,941] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/consumers serverPath:/consumers finished:false header:: 1,1  replyHeader:: 1,4,0  request:: '/consumers,,v{s{31,s{'world,'anyone}}},0  response:: '/consumers  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,981] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/ids serverPath:/brokers/ids finished:false header:: 2,1  replyHeader:: 2,5,-101  request:: '/brokers/ids,,v{s{31,s{'world,'anyone}}},0  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,985] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers serverPath:/brokers finished:false header:: 3,1  replyHeader:: 3,6,0  request:: '/brokers,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:00,990] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/ids serverPath:/brokers/ids finished:false header:: 4,1  replyHeader:: 4,7,0  request:: '/brokers/ids,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/ids  (org.apache.zookeeper.ClientCnxn)
